source_path,output_path,status,confidence,det_left,det_top,det_right,det_bottom,crop_left,crop_top,crop_right,crop_bottom
penguins_data\Ron_burgundy\IMG_3200.jpeg,belly\Ron_burgundy\IMG_3200.jpeg,yolo(conf=0.68),0.677,242,375,731,1300,218,329,755,1346
penguins_data\Ron_burgundy\IMG_3201.jpeg,belly\Ron_burgundy\IMG_3201.jpeg,yolo(conf=0.62),0.625,102,410,564,1299,79,366,587,1343
penguins_data\Ron_burgundy\IMG_3202.jpeg,belly\Ron_burgundy\IMG_3202.jpeg,yolo(conf=0.49),0.491,331,434,921,1302,301,391,951,1345
penguins_data\Ron_burgundy\IMG_3203.jpeg,belly\Ron_burgundy\IMG_3203.jpeg,yolo(conf=0.53),0.533,223,433,934,1329,187,388,970,1374
penguins_data\Ron_burgundy\IMG_3204.jpeg,belly\Ron_burgundy\IMG_3204.jpeg,no_detection_fallback,0.000,,,,,132,448,1188,1433
penguins_data\Ron_burgundy\IMG_3205.jpeg,belly\Ron_burgundy\IMG_3205.jpeg,yolo(conf=0.41),0.413,246,483,842,1524,216,431,872,1576
penguins_data\Ron_burgundy\IMG_3206.jpeg,belly\Ron_burgundy\IMG_3206.jpeg,no_detection_fallback,0.000,,,,,97,607,879,1944
penguins_data\Ron_burgundy\IMG_3207.jpeg,belly\Ron_burgundy\IMG_3207.jpeg,yolo(conf=0.42),0.423,72,593,654,1736,43,536,683,1793
penguins_data\Ron_burgundy\IMG_3208.jpeg,belly\Ron_burgundy\IMG_3208.jpeg,yolo(conf=0.47),0.465,177,561,870,1736,142,502,905,1795
penguins_data\Ron_burgundy\IMG_3209.jpeg,belly\Ron_burgundy\IMG_3209.jpeg,yolo(conf=0.59),0.591,291,310,729,1160,269,268,751,1202
penguins_data\Ron_burgundy\IMG_3210.jpeg,belly\Ron_burgundy\IMG_3210.jpeg,yolo(conf=0.64),0.644,322,392,886,1350,294,344,914,1398
penguins_data\Ron_burgundy\IMG_3211.jpeg,belly\Ron_burgundy\IMG_3211.jpeg,yolo(conf=0.81),0.808,303,510,909,1399,273,466,939,1443
penguins_data\Ron_burgundy\IMG_3212.jpeg,belly\Ron_burgundy\IMG_3212.jpeg,yolo(conf=0.68),0.676,271,376,863,1295,241,330,893,1341
penguins_data\Ron_burgundy\IMG_3213.jpeg,belly\Ron_burgundy\IMG_3213.jpeg,yolo(conf=0.90),0.901,294,485,983,1192,260,450,1017,1227
penguins_data\Ron_burgundy\IMG_3214.jpeg,belly\Ron_burgundy\IMG_3214.jpeg,yolo(conf=0.76),0.758,210,511,1019,1294,170,472,1059,1333
penguins_data\Ron_burgundy\IMG_3215.jpeg,belly\Ron_burgundy\IMG_3215.jpeg,no_detection_fallback,0.000,,,,,115,329,1035,1054
penguins_data\Ron_burgundy\IMG_3216.jpeg,belly\Ron_burgundy\IMG_3216.jpeg,yolo(conf=0.50),0.504,257,443,715,914,234,419,738,938
penguins_data\Ron_burgundy\IMG_3217.jpeg,belly\Ron_burgundy\IMG_3217.jpeg,yolo(conf=0.85),0.853,241,530,1008,1222,203,495,1046,1257
penguins_data\Ron_burgundy\IMG_3218.jpeg,belly\Ron_burgundy\IMG_3218.jpeg,yolo(conf=0.72),0.723,305,666,1154,1759,263,611,1196,1814
penguins_data\Ron_burgundy\IMG_3219.jpeg,belly\Ron_burgundy\IMG_3219.jpeg,yolo(conf=0.78),0.784,275,744,1306,1921,223,685,1358,1980
penguins_data\Ron_burgundy\IMG_3220.jpeg,belly\Ron_burgundy\IMG_3220.jpeg,yolo(conf=0.80),0.799,307,613,1385,1733,253,557,1439,1789
penguins_data\Ron_burgundy\IMG_3221.jpeg,belly\Ron_burgundy\IMG_3221.jpeg,yolo(conf=0.82),0.821,397,869,1491,2123,342,806,1546,2186
penguins_data\Ron_burgundy\IMG_3222.jpeg,belly\Ron_burgundy\IMG_3222.jpeg,yolo(conf=0.82),0.820,498,930,1568,2217,444,866,1622,2281
penguins_data\Ron_burgundy\IMG_3223.jpeg,belly\Ron_burgundy\IMG_3223.jpeg,yolo(conf=0.78),0.775,380,1076,1782,2365,310,1012,1852,2429
penguins_data\Ron_burgundy\IMG_3225.jpeg,belly\Ron_burgundy\IMG_3225.jpeg,yolo(conf=0.66),0.659,470,1283,1790,2678,404,1213,1856,2748
penguins_data\Ron_burgundy\IMG_3227.jpeg,belly\Ron_burgundy\IMG_3227.jpeg,yolo(conf=0.39),0.386,0,1012,2414,4032,0,861,2535,4032
penguins_data\Ron_burgundy\IMG_3232.jpeg,belly\Ron_burgundy\IMG_3232.jpeg,yolo(conf=0.63),0.630,195,450,934,1413,158,402,971,1461
penguins_data\Ron_burgundy\IMG_3233.jpeg,belly\Ron_burgundy\IMG_3233.jpeg,yolo(conf=0.65),0.650,205,477,931,1476,169,427,967,1526
penguins_data\Ron_burgundy\IMG_3234.jpeg,belly\Ron_burgundy\IMG_3234.jpeg,yolo(conf=0.78),0.778,204,494,835,1458,172,446,867,1506
penguins_data\Ron_burgundy\IMG_3235.jpeg,belly\Ron_burgundy\IMG_3235.jpeg,yolo(conf=0.75),0.749,262,529,936,1581,228,476,970,1634
penguins_data\Ron_burgundy\IMG_3236.jpeg,belly\Ron_burgundy\IMG_3236.jpeg,yolo(conf=0.70),0.702,258,527,884,1550,227,476,915,1601
penguins_data\Ron_burgundy\IMG_3237.jpeg,belly\Ron_burgundy\IMG_3237.jpeg,yolo(conf=0.70),0.699,233,486,922,1516,199,434,956,1568
penguins_data\Ron_burgundy\IMG_3238.jpeg,belly\Ron_burgundy\IMG_3238.jpeg,yolo(conf=0.83),0.832,232,461,921,1405,198,414,955,1452
penguins_data\Ron_burgundy\IMG_3239.jpeg,belly\Ron_burgundy\IMG_3239.jpeg,yolo(conf=0.85),0.853,174,477,837,1279,141,437,870,1319
penguins_data\Ron_burgundy\IMG_3240.jpeg,belly\Ron_burgundy\IMG_3240.jpeg,yolo(conf=0.50),0.501,105,480,766,1449,72,432,799,1497
penguins_data\Ron_burgundy\IMG_3241.jpeg,belly\Ron_burgundy\IMG_3241.jpeg,yolo(conf=0.63),0.635,119,489,757,1450,87,441,789,1498
penguins_data\Ron_burgundy\IMG_3266.jpeg,belly\Ron_burgundy\IMG_3266.jpeg,yolo(conf=0.44),0.440,130,366,576,1169,108,326,598,1209
penguins_data\Ron_burgundy\IMG_3267.jpeg,belly\Ron_burgundy\IMG_3267.jpeg,yolo(conf=0.64),0.638,143,421,747,1361,113,374,777,1408
penguins_data\Ron_burgundy\IMG_3268.jpeg,belly\Ron_burgundy\IMG_3268.jpeg,yolo(conf=0.67),0.667,324,552,1043,1849,288,487,1079,1914
penguins_data\Ron_burgundy\IMG_3269.jpeg,belly\Ron_burgundy\IMG_3269.jpeg,yolo(conf=0.52),0.522,354,702,1347,2301,304,622,1397,2381
penguins_data\Ron_burgundy\IMG_3270.jpeg,belly\Ron_burgundy\IMG_3270.jpeg,yolo(conf=0.51),0.510,452,1030,1625,3002,393,931,1684,3101
penguins_data\Ron_burgundy\IMG_3393.jpeg,belly\Ron_burgundy\IMG_3393.jpeg,yolo(conf=0.43),0.427,498,679,1367,1742,455,626,1410,1795
penguins_data\Ron_burgundy\IMG_3394.jpeg,belly\Ron_burgundy\IMG_3394.jpeg,yolo(conf=0.69),0.692,391,1195,1282,2490,346,1130,1327,2555
penguins_data\Ron_burgundy\IMG_3395.jpeg,belly\Ron_burgundy\IMG_3395.jpeg,yolo(conf=0.78),0.778,208,1076,1097,2167,164,1021,1141,2222
penguins_data\Ron_burgundy\IMG_3396.jpeg,belly\Ron_burgundy\IMG_3396.jpeg,yolo(conf=0.84),0.840,284,898,1095,2005,243,843,1136,2060
penguins_data\Ron_burgundy\IMG_3397.jpeg,belly\Ron_burgundy\IMG_3397.jpeg,yolo(conf=0.74),0.738,248,933,1032,1817,209,889,1071,1861
penguins_data\Ron_burgundy\IMG_3398.jpeg,belly\Ron_burgundy\IMG_3398.jpeg,no_detection_fallback,0.000,,,,,226,808,2038,2586
penguins_data\Ron_burgundy\IMG_3399.jpeg,belly\Ron_burgundy\IMG_3399.jpeg,no_detection_fallback,0.000,,,,,241,882,2174,2824
penguins_data\Ron_burgundy\IMG_3400.jpeg,belly\Ron_burgundy\IMG_3400.jpeg,yolo(conf=0.60),0.602,0,1257,2476,3987,0,1121,2600,4032
penguins_data\Ron_burgundy\IMG_3401.jpeg,belly\Ron_burgundy\IMG_3401.jpeg,yolo(conf=0.77),0.774,541,1193,1849,3041,476,1101,1914,3133
penguins_data\Ron_burgundy\IMG_3402.jpeg,belly\Ron_burgundy\IMG_3402.jpeg,yolo(conf=0.76),0.765,418,1190,1776,3075,350,1096,1844,3169
penguins_data\Ron_burgundy\IMG_3403.jpeg,belly\Ron_burgundy\IMG_3403.jpeg,yolo(conf=0.81),0.807,359,923,1532,2450,300,847,1591,2526
penguins_data\Ron_burgundy\IMG_3404.jpeg,belly\Ron_burgundy\IMG_3404.jpeg,yolo(conf=0.76),0.759,396,1087,1787,2800,326,1001,1857,2886
penguins_data\Ron_burgundy\IMG_3405.jpeg,belly\Ron_burgundy\IMG_3405.jpeg,yolo(conf=0.59),0.593,454,1128,1889,2669,382,1051,1961,2746
penguins_data\Ron_burgundy\IMG_3406.jpeg,belly\Ron_burgundy\IMG_3406.jpeg,yolo(conf=0.67),0.675,398,1224,1731,3087,331,1131,1798,3180
penguins_data\Ron_burgundy\IMG_3407.jpeg,belly\Ron_burgundy\IMG_3407.jpeg,yolo(conf=0.61),0.611,395,834,1674,2616,331,745,1738,2705
penguins_data\Ron_burgundy\IMG_3408.jpeg,belly\Ron_burgundy\IMG_3408.jpeg,yolo(conf=0.49),0.487,344,1209,1603,2934,281,1123,1666,3020
penguins_data\Ron_burgundy\IMG_3409.jpeg,belly\Ron_burgundy\IMG_3409.jpeg,yolo(conf=0.69),0.688,90,1250,1432,2932,23,1166,1499,3016
penguins_data\Ron_burgundy\IMG_3410.jpeg,belly\Ron_burgundy\IMG_3410.jpeg,yolo(conf=0.70),0.700,474,1085,1846,2760,405,1001,1915,2844
penguins_data\Ron_burgundy\IMG_3411.jpeg,belly\Ron_burgundy\IMG_3411.jpeg,yolo(conf=0.66),0.656,289,833,1724,2152,217,767,1796,2218
penguins_data\Ron_burgundy\IMG_3412.jpeg,belly\Ron_burgundy\IMG_3412.jpeg,yolo(conf=0.53),0.530,306,1450,1602,2909,241,1377,1667,2982
penguins_data\Ron_burgundy\IMG_3413.jpeg,belly\Ron_burgundy\IMG_3413.jpeg,yolo(conf=0.35),0.348,362,1152,1593,3052,300,1057,1655,3147
penguins_data\Ron_burgundy\IMG_3415.jpeg,belly\Ron_burgundy\IMG_3415.jpeg,yolo(conf=0.45),0.453,498,587,2220,3315,412,451,2306,3451
penguins_data\Ron_burgundy\IMG_3416.jpeg,belly\Ron_burgundy\IMG_3416.jpeg,yolo(conf=0.48),0.478,440,818,1900,3065,367,706,1973,3177
penguins_data\Ron_burgundy\IMG_3417.jpeg,belly\Ron_burgundy\IMG_3417.jpeg,yolo(conf=0.64),0.638,555,1046,1941,2946,486,951,2010,3041
penguins_data\Ron_burgundy\IMG_3418.jpeg,belly\Ron_burgundy\IMG_3418.jpeg,yolo(conf=0.33),0.331,592,1065,2030,3065,520,965,2102,3165
penguins_data\Ron_burgundy\IMG_3419.jpeg,belly\Ron_burgundy\IMG_3419.jpeg,yolo(conf=0.65),0.651,265,1464,1481,3373,204,1369,1542,3468
penguins_data\Ron_burgundy\IMG_3420.jpeg,belly\Ron_burgundy\IMG_3420.jpeg,yolo(conf=0.50),0.495,325,1078,1494,2993,267,982,1552,3089
penguins_data\Ron_burgundy\IMG_3421.jpeg,belly\Ron_burgundy\IMG_3421.jpeg,yolo(conf=0.63),0.634,247,978,1448,2572,187,898,1468,2652
penguins_data\Ron_burgundy\IMG_3422.jpeg,belly\Ron_burgundy\IMG_3422.jpeg,yolo(conf=0.58),0.576,228,1005,1565,3360,161,887,1632,3478
penguins_data\Ron_burgundy\IMG_3423.jpeg,belly\Ron_burgundy\IMG_3423.jpeg,yolo(conf=0.69),0.689,98,466,673,1448,69,417,702,1497
penguins_data\Ron_burgundy\IMG_3426.jpeg,belly\Ron_burgundy\IMG_3426.jpeg,yolo(conf=0.86),0.861,366,652,855,1043,342,632,879,1063
penguins_data\Ron_burgundy\IMG_3427.jpeg,belly\Ron_burgundy\IMG_3427.jpeg,yolo(conf=0.56),0.565,430,607,915,1041,406,585,939,1063
penguins_data\Ron_burgundy\IMG_3429_box1.jpg,belly\Ron_burgundy\IMG_3429_box1.jpg,yolo(conf=0.70),0.704,236,363,790,1065,208,328,818,1100
penguins_data\Ron_burgundy\IMGP0679.JPG,belly\Ron_burgundy\IMGP0679.JPG,yolo(conf=0.84),0.838,317,589,1043,1556,281,541,1079,1604
penguins_data\Ron_burgundy\IMGP0680.JPG,belly\Ron_burgundy\IMGP0680.JPG,yolo(conf=0.75),0.755,332,647,1213,1714,288,594,1257,1767
penguins_data\Ron_burgundy\IMGP0681.JPG,belly\Ron_burgundy\IMGP0681.JPG,yolo(conf=0.80),0.795,405,658,1127,1648,369,608,1163,1698
penguins_data\Ron_burgundy\IMGP0682.JPG,belly\Ron_burgundy\IMGP0682.JPG,no_detection_fallback,0.000,,,,,166,578,1497,1849
penguins_data\Ron_burgundy\IMGP0696.JPG,belly\Ron_burgundy\IMGP0696.JPG,yolo(conf=0.70),0.696,212,392,586,1162,193,354,605,1200
penguins_data\Ron_burgundy\IMGP0697.JPG,belly\Ron_burgundy\IMGP0697.JPG,yolo(conf=0.60),0.597,276,383,641,1158,258,344,659,1197
penguins_data\Ron_burgundy\IMGP0698.JPG,belly\Ron_burgundy\IMGP0698.JPG,yolo(conf=0.25),0.252,367,399,680,1145,351,362,696,1182
penguins_data\Ron_burgundy\Ron Burgundy1.jpg,belly\Ron_burgundy\Ron Burgundy1.jpg,yolo(conf=0.71),0.710,73,235,365,515,58,221,380,529
penguins_data\Ron_burgundy\Ron Burgundy10.jpg,belly\Ron_burgundy\Ron Burgundy10.jpg,yolo(conf=0.67),0.671,188,564,645,970,165,544,668,990
penguins_data\Ron_burgundy\Ron Burgundy11.jpg,belly\Ron_burgundy\Ron Burgundy11.jpg,yolo(conf=0.80),0.800,124,313,394,783,110,289,399,807
penguins_data\Ron_burgundy\Ron Burgundy12.jpg,belly\Ron_burgundy\Ron Burgundy12.jpg,yolo(conf=0.55),0.546,62,296,416,759,44,273,434,782
penguins_data\Ron_burgundy\Ron Burgundy13.jpg,belly\Ron_burgundy\Ron Burgundy13.jpg,yolo(conf=0.67),0.670,95,299,430,748,78,277,447,770
penguins_data\Ron_burgundy\Ron Burgundy14.jpg,belly\Ron_burgundy\Ron Burgundy14.jpg,yolo(conf=0.79),0.786,156,365,651,1015,131,333,676,1047
penguins_data\Ron_burgundy\Ron Burgundy15.jpg,belly\Ron_burgundy\Ron Burgundy15.jpg,yolo(conf=0.53),0.532,119,552,768,1229,87,518,800,1263
penguins_data\Ron_burgundy\Ron Burgundy16.jpg,belly\Ron_burgundy\Ron Burgundy16.jpg,yolo(conf=0.82),0.823,93,289,637,1063,66,250,664,1102
penguins_data\Ron_burgundy\Ron Burgundy2.jpg,belly\Ron_burgundy\Ron Burgundy2.jpg,yolo(conf=0.69),0.690,145,475,523,833,126,457,542,851
penguins_data\Ron_burgundy\Ron Burgundy3.jpg,belly\Ron_burgundy\Ron Burgundy3.jpg,yolo(conf=0.82),0.817,184,562,602,989,163,541,623,1010
penguins_data\Ron_burgundy\Ron Burgundy4.jpg,belly\Ron_burgundy\Ron Burgundy4.jpg,yolo(conf=0.88),0.876,197,659,640,1178,175,633,662,1204
penguins_data\Ron_burgundy\Ron Burgundy5.jpg,belly\Ron_burgundy\Ron Burgundy5.jpg,yolo(conf=0.52),0.524,179,387,602,1069,158,353,623,1103
penguins_data\Ron_burgundy\Ron Burgundy6.jpg,belly\Ron_burgundy\Ron Burgundy6.jpg,yolo(conf=0.81),0.814,119,410,590,1004,95,380,614,1034
penguins_data\Ron_burgundy\Ron Burgundy7.jpg,belly\Ron_burgundy\Ron Burgundy7.jpg,yolo(conf=0.68),0.680,158,549,691,1219,131,515,718,1253
penguins_data\Ron_burgundy\Ron Burgundy8.jpg,belly\Ron_burgundy\Ron Burgundy8.jpg,yolo(conf=0.73),0.726,197,586,658,1203,174,555,681,1234
penguins_data\Ron_burgundy\Ron Burgundy9.jpg,belly\Ron_burgundy\Ron Burgundy9.jpg,yolo(conf=0.38),0.381,243,621,639,1101,223,597,655,1125
penguins_data\Ronnie\Ronnie1.jpg,belly\Ronnie\Ronnie1.jpg,yolo(conf=0.44),0.438,86,215,421,513,69,200,438,528
penguins_data\Ronnie\Ronnie2.jpg,belly\Ronnie\Ronnie2.jpg,yolo(conf=0.91),0.907,113,339,444,719,96,320,461,738
penguins_data\Ronnie\Ronnie3.jpg,belly\Ronnie\Ronnie3.jpg,yolo(conf=0.56),0.559,203,509,508,762,188,496,523,775
penguins_data\Ronnie\Ronnie4.jpg,belly\Ronnie\Ronnie4.jpg,yolo(conf=0.83),0.830,279,589,745,982,256,569,768,1002
penguins_data\Ronnie\Ronnie5.jpg,belly\Ronnie\Ronnie5.jpg,no_detection_fallback,0.000,,,,,54,240,488,769
penguins_data\Sean\IMG_0581_box8.jpg,belly\Sean\IMG_0581_box8.jpg,yolo(conf=0.52),0.523,87,233,404,789,71,205,420,802
penguins_data\Sean\IMG_1000_box3.jpg,belly\Sean\IMG_1000_box3.jpg,yolo(conf=0.56),0.563,61,182,516,791,38,152,539,821
penguins_data\Sean\IMG_2323_box1.jpg,belly\Sean\IMG_2323_box1.jpg,yolo(conf=0.68),0.678,120,203,463,740,103,176,480,767
penguins_data\Sean\IMG_2325_box2.jpg,belly\Sean\IMG_2325_box2.jpg,yolo(conf=0.67),0.670,80,192,456,735,61,165,475,762
penguins_data\Sean\IMG_2349_box3.jpg,belly\Sean\IMG_2349_box3.jpg,yolo(conf=0.64),0.642,62,217,429,778,44,189,447,806
penguins_data\Sean\IMG_2350_box5.jpg,belly\Sean\IMG_2350_box5.jpg,yolo(conf=0.60),0.598,131,122,406,720,117,92,406,750
penguins_data\Sean\IMG_2382_box2.jpg,belly\Sean\IMG_2382_box2.jpg,yolo(conf=0.66),0.660,117,259,434,873,101,228,450,904
penguins_data\Sean\IMG_3003_box4.jpg,belly\Sean\IMG_3003_box4.jpg,yolo(conf=0.71),0.709,40,236,352,803,24,208,368,831
penguins_data\Sean\IMG_3004_box1.jpg,belly\Sean\IMG_3004_box1.jpg,yolo(conf=0.67),0.672,14,165,440,754,0,136,456,783
penguins_data\Sean\Sean1.jpg,belly\Sean\Sean1.jpg,yolo(conf=0.82),0.815,47,298,372,772,31,274,388,796
penguins_data\Sean\Sean2.jpg,belly\Sean\Sean2.jpg,yolo(conf=0.76),0.764,61,411,636,1398,32,362,665,1447
penguins_data\Shiraz\Shiraz1.jpg,belly\Shiraz\Shiraz1.jpg,yolo(conf=0.80),0.799,284,587,800,1511,258,541,826,1557
penguins_data\Shiraz\Shiraz2.jpg,belly\Shiraz\Shiraz2.jpg,yolo(conf=0.59),0.591,214,421,714,1253,189,379,739,1295
penguins_data\Shiraz\Shiraz3.jpg,belly\Shiraz\Shiraz3.jpg,yolo(conf=0.53),0.533,95,283,393,776,80,258,408,801
penguins_data\Shiraz\Shiraz4.jpg,belly\Shiraz\Shiraz4.jpg,yolo(conf=0.64),0.641,90,300,358,768,77,277,371,791
penguins_data\Shiraz\Shiraz5.jpg,belly\Shiraz\Shiraz5.jpg,no_detection_fallback,0.000,,,,,54,248,488,793
penguins_data\Shiraz\Shiraz6.jpg,belly\Shiraz\Shiraz6.jpg,yolo(conf=0.67),0.674,78,289,321,672,66,270,333,691
penguins_data\Skunk\Skunk1.jpg,belly\Skunk\Skunk1.jpg,yolo(conf=0.67),0.665,98,357,574,1286,74,311,598,1332
penguins_data\Skunk\Skunk2.jpg,belly\Skunk\Skunk2.jpg,yolo(conf=0.79),0.789,103,361,602,1277,78,315,627,1323
penguins_data\Smew\thumbnail_IMG_6379.jpg,belly\Smew\thumbnail_IMG_6379.jpg,yolo(conf=0.76),0.763,118,216,456,923,101,181,473,958
penguins_data\Snorkel\IMG_0279_box1.jpg,belly\Snorkel\IMG_0279_box1.jpg,yolo(conf=0.63),0.633,48,233,756,1396,13,175,791,1454
penguins_data\Snorkel\IMG_0373_box1.jpg,belly\Snorkel\IMG_0373_box1.jpg,yolo(conf=0.60),0.598,289,231,999,1663,253,159,1035,1735
penguins_data\Snorkel\IMG_0375_box5.jpg,belly\Snorkel\IMG_0375_box5.jpg,yolo(conf=0.62),0.619,35,221,885,1875,0,138,927,1958
penguins_data\Snorkel\IMG_0791_box2.jpg,belly\Snorkel\IMG_0791_box2.jpg,yolo(conf=0.48),0.477,16,258,237,770,5,232,248,796
penguins_data\Snorkel\IMG_0792_box5.jpg,belly\Snorkel\IMG_0792_box5.jpg,yolo(conf=0.49),0.486,10,252,218,759,0,227,228,784
penguins_data\Snorkel\IMG_0793_box5.jpg,belly\Snorkel\IMG_0793_box5.jpg,yolo(conf=0.66),0.657,65,286,283,782,54,261,294,807
penguins_data\Snorkel\IMG_0830_box6.jpg,belly\Snorkel\IMG_0830_box6.jpg,yolo(conf=0.53),0.534,42,151,239,544,32,131,239,564
penguins_data\Snorkel\IMG_0837_box6.jpg,belly\Snorkel\IMG_0837_box6.jpg,yolo(conf=0.67),0.666,102,225,348,701,90,201,360,725
penguins_data\Snorkel\IMG_0838_box4.jpg,belly\Snorkel\IMG_0838_box4.jpg,yolo(conf=0.54),0.541,99,237,360,722,86,213,373,746
penguins_data\Snorkel\IMG_0839_box2.jpg,belly\Snorkel\IMG_0839_box2.jpg,yolo(conf=0.74),0.738,110,252,346,762,98,226,358,788
penguins_data\Snorkel\IMG_0840_box2.jpg,belly\Snorkel\IMG_0840_box2.jpg,yolo(conf=0.69),0.688,129,245,376,748,117,220,388,773
penguins_data\Snorkel\IMG_0841_box2.jpg,belly\Snorkel\IMG_0841_box2.jpg,yolo(conf=0.64),0.642,94,255,351,780,81,229,364,806
penguins_data\Snorkel\IMG_0842_box5.jpg,belly\Snorkel\IMG_0842_box5.jpg,yolo(conf=0.52),0.525,79,248,365,763,65,222,379,789
penguins_data\Snorkel\IMG_0843_box6.jpg,belly\Snorkel\IMG_0843_box6.jpg,yolo(conf=0.51),0.509,80,262,436,927,62,229,454,960
penguins_data\Snorkel\IMG_0845_box3.jpg,belly\Snorkel\IMG_0845_box3.jpg,yolo(conf=0.68),0.682,128,327,525,1141,108,286,545,1165
penguins_data\Snorkel\IMG_0847_box1.jpg,belly\Snorkel\IMG_0847_box1.jpg,yolo(conf=0.60),0.596,284,363,800,1165,258,323,826,1181
penguins_data\Snorkel\IMG_1549_box1.jpg,belly\Snorkel\IMG_1549_box1.jpg,yolo(conf=0.36),0.362,159,283,872,1887,123,203,908,1967
penguins_data\Snorkel\IMG_1552_box2.jpg,belly\Snorkel\IMG_1552_box2.jpg,yolo(conf=0.54),0.544,44,41,791,1144,7,0,828,1199
penguins_data\Snorkel\IMG_1553_box2.jpg,belly\Snorkel\IMG_1553_box2.jpg,yolo(conf=0.61),0.613,112,106,773,1206,79,51,806,1261
penguins_data\Snorkel\IMG_1554_box2.jpg,belly\Snorkel\IMG_1554_box2.jpg,yolo(conf=0.59),0.590,218,123,695,1194,194,69,719,1248
penguins_data\Snorkel\IMG_1555_box2.jpg,belly\Snorkel\IMG_1555_box2.jpg,yolo(conf=0.67),0.666,220,148,790,1204,192,95,815,1257
penguins_data\Snorkel\IMG_3431_box3.jpg,belly\Snorkel\IMG_3431_box3.jpg,yolo(conf=0.73),0.734,68,407,422,983,50,378,440,997
penguins_data\Snorkel\Snorkel1.jpg,belly\Snorkel\Snorkel1.jpg,yolo(conf=0.66),0.660,360,538,801,1431,338,493,823,1476
penguins_data\Snorkel\Snorkel2.jpg,belly\Snorkel\Snorkel2.jpg,yolo(conf=0.70),0.705,165,369,540,1063,146,334,559,1098
penguins_data\Snorkel\Snorkel3.jpg,belly\Snorkel\Snorkel3.jpg,yolo(conf=0.63),0.627,108,317,457,974,91,284,474,1007
penguins_data\Snorkel\Snorkel4.jpg,belly\Snorkel\Snorkel4.jpg,yolo(conf=0.61),0.610,105,329,478,990,86,296,497,1023
penguins_data\Snorkel\Snorkel5.jpg,belly\Snorkel\Snorkel5.jpg,yolo(conf=0.72),0.720,242,390,642,1057,222,357,662,1090
penguins_data\Snorkel\Snorkel6.jpg,belly\Snorkel\Snorkel6.jpg,yolo(conf=0.76),0.761,102,506,607,1073,77,478,632,1101
penguins_data\Solyom\DSC_2692.jpg,belly\Solyom\DSC_2692.jpg,no_detection_fallback,0.000,,,,,67,264,607,845
penguins_data\Solyom\DSC_2693.jpeg,belly\Solyom\DSC_2693.jpeg,yolo(conf=0.47),0.470,44,267,416,1028,25,229,435,1066
penguins_data\Solyom\DSC_2694.jpeg,belly\Solyom\DSC_2694.jpeg,yolo(conf=0.50),0.496,62,244,440,1035,43,204,459,1075
penguins_data\Solyom\DSC_2695.jpg,belly\Solyom\DSC_2695.jpg,no_detection_fallback,0.000,,,,,65,252,585,807
penguins_data\Solyom\DSC_2696.jpg,belly\Solyom\DSC_2696.jpg,yolo(conf=0.29),0.293,21,145,382,947,3,105,400,987
penguins_data\Solyom\DSC_2697.jpeg,belly\Solyom\DSC_2697.jpeg,yolo(conf=0.57),0.575,67,201,523,1174,44,152,546,1223
penguins_data\Solyom\Solyom1.jpg,belly\Solyom\Solyom1.jpg,yolo(conf=0.81),0.807,139,244,685,1117,112,200,712,1161
penguins_data\Solyom\Solyom2.jpg,belly\Solyom\Solyom2.jpg,yolo(conf=0.63),0.634,37,123,238,530,27,103,248,550
penguins_data\Solyom\Solyom3.jpg,belly\Solyom\Solyom3.jpg,yolo(conf=0.78),0.781,85,337,490,1032,65,302,510,1067
penguins_data\Solyom\Solyom4.jpg,belly\Solyom\Solyom4.jpg,yolo(conf=0.48),0.480,182,356,559,1122,163,318,578,1160
penguins_data\Solyom\Solyom5.jpg,belly\Solyom\Solyom5.jpg,no_detection_fallback,0.000,,,,,77,306,697,981
penguins_data\Spider\1.jpg,belly\Spider\1.jpg,yolo(conf=0.39),0.394,44,444,542,1045,19,414,567,1075
penguins_data\Spider\2.jpg,belly\Spider\2.jpg,yolo(conf=0.73),0.730,49,229,519,866,25,197,543,898
penguins_data\Spider\3.jpg,belly\Spider\3.jpg,yolo(conf=0.75),0.745,73,228,379,816,58,199,394,845
penguins_data\Spider\4.jpg,belly\Spider\4.jpg,yolo(conf=0.81),0.814,122,461,742,1339,91,417,773,1383
penguins_data\Spider\IMG_4308 copy.jpeg,belly\Spider\IMG_4308 copy.jpeg,yolo(conf=0.60),0.604,57,232,334,674,43,210,348,696
penguins_data\Spider\IMG_4309 copy.jpeg,belly\Spider\IMG_4309 copy.jpeg,yolo(conf=0.71),0.708,44,232,318,661,30,211,332,682
penguins_data\Spider\IMG_4310 copy.jpeg,belly\Spider\IMG_4310 copy.jpeg,yolo(conf=0.69),0.687,60,186,351,634,45,164,366,656
penguins_data\Spider\IMG_4311 copy.jpeg,belly\Spider\IMG_4311 copy.jpeg,yolo(conf=0.67),0.672,23,174,287,632,10,151,300,655
penguins_data\Spider\IMG_4315 copy.jpeg,belly\Spider\IMG_4315 copy.jpeg,yolo(conf=0.55),0.552,5,232,264,698,0,209,277,721
penguins_data\Spider\IMG_4316 copy.jpeg,belly\Spider\IMG_4316 copy.jpeg,yolo(conf=0.82),0.819,66,218,392,733,50,192,408,759
penguins_data\Spider\IMG_4324 copy.jpeg,belly\Spider\IMG_4324 copy.jpeg,yolo(conf=0.84),0.839,70,172,426,739,52,144,444,767
