source_path,output_path,status,confidence,det_left,det_top,det_right,det_bottom,crop_left,crop_top,crop_right,crop_bottom
penguins_dataset_split_body\train\Spider\IMG_4326 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4326 copy.jpeg,yolo(conf=0.68),0.678,55,194,282,505,44,178,293,521
penguins_dataset_split_body\train\Spider\IMG_4330 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4330 copy.jpeg,yolo(conf=0.90),0.904,64,193,437,616,45,172,456,637
penguins_dataset_split_body\train\Spider\IMG_4337 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4337 copy.jpeg,yolo(conf=0.60),0.603,68,228,331,695,55,205,344,718
penguins_dataset_split_body\train\Spider\IMG_4340 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4340 copy.jpeg,yolo(conf=0.63),0.625,82,134,375,627,67,109,390,652
penguins_dataset_split_body\train\Spider\IMG_4341 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4341 copy.jpeg,yolo(conf=0.66),0.655,133,246,425,719,118,222,440,743
penguins_dataset_split_body\train\Spider\IMG_4344 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4344 copy.jpeg,yolo(conf=0.66),0.664,196,223,521,769,180,196,537,796
penguins_dataset_split_body\train\Spider\IMG_4345 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4345 copy.jpeg,yolo(conf=0.67),0.671,176,177,503,716,160,150,519,743
penguins_dataset_split_body\train\Spider\IMG_4350 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4350 copy.jpeg,no_detection_fallback,0.000,,,,,54,144,490,463
penguins_dataset_split_body\train\Spider\IMG_4352 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4352 copy.jpeg,yolo(conf=0.79),0.793,165,176,453,642,151,153,467,665
penguins_dataset_split_body\train\Spider\IMG_4355 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4355 copy.jpeg,no_detection_fallback,0.000,,,,,60,180,540,576
penguins_dataset_split_body\train\Spider\IMG_4356 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4356 copy.jpeg,yolo(conf=0.28),0.278,213,177,473,577,200,157,486,597
penguins_dataset_split_body\train\Spider\IMG_4358 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4358 copy.jpeg,yolo(conf=0.32),0.324,147,251,536,857,128,221,555,887
penguins_dataset_split_body\train\Spider\IMG_4359 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4359 copy.jpeg,yolo(conf=0.41),0.414,56,198,474,718,35,172,495,744
penguins_dataset_split_body\train\Spider\IMG_4361 copy.jpeg,penguins_dataset_split_belly\train\Spider\IMG_4361 copy.jpeg,yolo(conf=0.31),0.310,84,146,527,694,62,119,549,712
penguins_dataset_split_body\train\Spider\Spider5.jpg,penguins_dataset_split_belly\train\Spider\Spider5.jpg,yolo(conf=0.59),0.594,94,214,455,857,76,182,471,889
penguins_dataset_split_body\train\Swiftie\DSC_2494.jpeg,penguins_dataset_split_belly\train\Swiftie\DSC_2494.jpeg,yolo(conf=0.49),0.485,85,23,568,996,61,0,592,1045
penguins_dataset_split_body\train\Swiftie\DSC_2495.jpeg,penguins_dataset_split_belly\train\Swiftie\DSC_2495.jpeg,yolo(conf=0.40),0.399,96,39,523,958,75,0,544,1004
penguins_dataset_split_body\train\Swiftie\DSC_2496.jpeg,penguins_dataset_split_belly\train\Swiftie\DSC_2496.jpeg,yolo(conf=0.51),0.512,112,195,611,980,87,156,636,1019
penguins_dataset_split_body\train\Swiftie\DSC_2497.jpeg,penguins_dataset_split_belly\train\Swiftie\DSC_2497.jpeg,yolo(conf=0.46),0.461,217,53,1198,1631,168,0,1247,1710
penguins_dataset_split_body\train\Swiftie\DSC_2498.jpeg,penguins_dataset_split_belly\train\Swiftie\DSC_2498.jpeg,yolo(conf=0.55),0.545,0,0,586,951,0,0,615,999
penguins_dataset_split_body\train\Swiftie\DSC_2601.jpeg,penguins_dataset_split_belly\train\Swiftie\DSC_2601.jpeg,yolo(conf=0.75),0.745,97,262,514,875,76,231,535,906
penguins_dataset_split_body\train\Swiftie\DSC_2603.jpeg,penguins_dataset_split_belly\train\Swiftie\DSC_2603.jpeg,yolo(conf=0.65),0.652,109,225,476,864,91,193,494,896
penguins_dataset_split_body\train\Swiftie\IMG_0814_box1.jpg,penguins_dataset_split_belly\train\Swiftie\IMG_0814_box1.jpg,yolo(conf=0.53),0.535,102,137,336,558,90,116,348,579
penguins_dataset_split_body\train\Swiftie\IMG_0815_box2.jpg,penguins_dataset_split_belly\train\Swiftie\IMG_0815_box2.jpg,no_detection_fallback,0.000,,,,,27,76,243,245
penguins_dataset_split_body\train\Swiftie\IMG_1280_box1.jpg,penguins_dataset_split_belly\train\Swiftie\IMG_1280_box1.jpg,yolo(conf=0.78),0.778,187,273,578,985,167,237,598,1021
penguins_dataset_split_body\train\Swiftie\IMG_1974_box2.jpg,penguins_dataset_split_belly\train\Swiftie\IMG_1974_box2.jpg,yolo(conf=0.68),0.681,48,112,349,518,33,92,364,538
penguins_dataset_split_body\train\Swiftie\IMG_1987_box1.jpg,penguins_dataset_split_belly\train\Swiftie\IMG_1987_box1.jpg,yolo(conf=0.59),0.593,165,373,736,1278,136,328,765,1323
penguins_dataset_split_body\train\Swiftie\IMG_2883.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2883.jpeg,yolo(conf=0.50),0.496,603,440,1342,1266,566,399,1379,1307
penguins_dataset_split_body\train\Swiftie\IMG_2885.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2885.jpeg,yolo(conf=0.63),0.634,531,449,1403,1311,487,406,1447,1354
penguins_dataset_split_body\train\Swiftie\IMG_2886.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2886.jpeg,yolo(conf=0.55),0.546,622,592,1390,1593,584,542,1428,1643
penguins_dataset_split_body\train\Swiftie\IMG_2887.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2887.jpeg,yolo(conf=0.61),0.610,244,518,1007,1716,206,458,1045,1776
penguins_dataset_split_body\train\Swiftie\IMG_2888.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2888.jpeg,yolo(conf=0.68),0.679,189,581,899,1901,153,515,935,1967
penguins_dataset_split_body\train\Swiftie\IMG_2889.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2889.jpeg,yolo(conf=0.47),0.468,629,565,1347,1904,593,498,1383,1971
penguins_dataset_split_body\train\Swiftie\IMG_2890.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2890.jpeg,yolo(conf=0.74),0.743,237,571,1063,1595,196,520,1104,1646
penguins_dataset_split_body\train\Swiftie\IMG_2894.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2894.jpeg,yolo(conf=0.61),0.613,572,941,2125,2929,494,842,2203,3028
penguins_dataset_split_body\train\Swiftie\IMG_2895.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2895.jpeg,no_detection_fallback,0.000,,,,,280,896,2528,2867
penguins_dataset_split_body\train\Swiftie\IMG_2896.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2896.jpeg,yolo(conf=0.55),0.553,333,195,1800,2240,260,93,1873,2342
penguins_dataset_split_body\train\Swiftie\IMG_2899.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2899.jpeg,no_detection_fallback,0.000,,,,,258,691,2325,2211
penguins_dataset_split_body\train\Swiftie\IMG_2900.jpeg,penguins_dataset_split_belly\train\Swiftie\IMG_2900.jpeg,no_detection_fallback,0.000,,,,,256,971,2308,3108
penguins_dataset_split_body\train\Swiftie\Swiftie1.jpg,penguins_dataset_split_belly\train\Swiftie\Swiftie1.jpg,yolo(conf=0.80),0.795,251,358,634,1008,232,326,653,1040
penguins_dataset_split_body\train\Swiftie\Swiftie2.jpg,penguins_dataset_split_belly\train\Swiftie\Swiftie2.jpg,yolo(conf=0.56),0.562,81,2,514,623,59,0,536,654
penguins_dataset_split_body\train\Swiftie\Swiftie3.jpg,penguins_dataset_split_belly\train\Swiftie\Swiftie3.jpg,yolo(conf=0.56),0.563,62,0,496,503,40,0,514,528
penguins_dataset_split_body\train\Swiftie\Swiftie5.jpg,penguins_dataset_split_belly\train\Swiftie\Swiftie5.jpg,yolo(conf=0.61),0.615,259,608,822,1383,231,569,850,1385
penguins_dataset_split_body\train\Swiftie\Swiftie6.jpg,penguins_dataset_split_belly\train\Swiftie\Swiftie6.jpg,yolo(conf=0.60),0.595,148,347,574,999,127,314,595,1032
penguins_dataset_split_body\train\Swiftie\Swiftie7.jpg,penguins_dataset_split_belly\train\Swiftie\Swiftie7.jpg,yolo(conf=0.57),0.566,118,319,579,997,95,285,602,1031
penguins_dataset_split_body\train\Tang\IMG_0286_box3.jpg,penguins_dataset_split_belly\train\Tang\IMG_0286_box3.jpg,yolo(conf=0.64),0.635,159,204,447,705,145,179,461,730
penguins_dataset_split_body\train\Tang\IMG_0288_box1.jpg,penguins_dataset_split_belly\train\Tang\IMG_0288_box1.jpg,no_detection_fallback,0.000,,,,,73,218,657,700
penguins_dataset_split_body\train\Tang\IMG_0294_box1.jpg,penguins_dataset_split_belly\train\Tang\IMG_0294_box1.jpg,yolo(conf=0.63),0.630,214,276,716,1099,189,235,741,1140
penguins_dataset_split_body\train\Tang\IMG_1502_box2.jpg,penguins_dataset_split_belly\train\Tang\IMG_1502_box2.jpg,yolo(conf=0.47),0.474,300,334,761,1136,277,294,784,1176
penguins_dataset_split_body\train\Tang\IMG_1550_box3.jpg,penguins_dataset_split_belly\train\Tang\IMG_1550_box3.jpg,yolo(conf=0.43),0.429,41,24,625,798,12,0,654,837
penguins_dataset_split_body\train\Tang\IMG_2845.jpeg,penguins_dataset_split_belly\train\Tang\IMG_2845.jpeg,no_detection_fallback,0.000,,,,,109,362,989,1158
penguins_dataset_split_body\train\Tang\IMG_2846.jpeg,penguins_dataset_split_belly\train\Tang\IMG_2846.jpeg,yolo(conf=0.66),0.658,294,294,803,873,269,265,828,902
penguins_dataset_split_body\train\Tang\IMG_2847.jpeg,penguins_dataset_split_belly\train\Tang\IMG_2847.jpeg,yolo(conf=0.71),0.714,845,1148,2209,2858,777,1062,2277,2944
penguins_dataset_split_body\train\Tang\IMG_2849.jpeg,penguins_dataset_split_belly\train\Tang\IMG_2849.jpeg,yolo(conf=0.52),0.522,196,656,2195,3179,96,530,2195,3305
penguins_dataset_split_body\train\Tang\IMG_2852.jpeg,penguins_dataset_split_belly\train\Tang\IMG_2852.jpeg,no_detection_fallback,0.000,,,,,242,464,2178,1486
penguins_dataset_split_body\train\Tang\IMG_2855.jpeg,penguins_dataset_split_belly\train\Tang\IMG_2855.jpeg,no_detection_fallback,0.000,,,,,92,759,831,2428
penguins_dataset_split_body\train\Tang\IMG_2856.jpeg,penguins_dataset_split_belly\train\Tang\IMG_2856.jpeg,yolo(conf=0.47),0.470,1,194,1339,2258,0,91,1406,2361
penguins_dataset_split_body\train\Tang\IMG_3373_box3.jpg,penguins_dataset_split_belly\train\Tang\IMG_3373_box3.jpg,no_detection_fallback,0.000,,,,,42,121,383,387
penguins_dataset_split_body\train\Tang\IMG_3374_box1.jpg,penguins_dataset_split_belly\train\Tang\IMG_3374_box1.jpg,yolo(conf=0.37),0.367,10,76,371,458,0,57,389,463
penguins_dataset_split_body\train\Tang\IMG_3393_box2.jpg,penguins_dataset_split_belly\train\Tang\IMG_3393_box2.jpg,no_detection_fallback,0.000,,,,,43,137,389,439
penguins_dataset_split_body\train\Tang\IMGP0420.JPG,penguins_dataset_split_belly\train\Tang\IMGP0420.JPG,yolo(conf=0.74),0.743,65,156,269,472,55,140,279,488
penguins_dataset_split_body\train\Tang\IMGP0421.JPG,penguins_dataset_split_belly\train\Tang\IMGP0421.JPG,yolo(conf=0.56),0.562,72,150,314,462,60,134,326,478
penguins_dataset_split_body\train\Tang\IMGP0457.JPG,penguins_dataset_split_belly\train\Tang\IMGP0457.JPG,yolo(conf=0.77),0.770,657,883,1606,2246,610,815,1653,2314
penguins_dataset_split_body\train\Tang\IMGP0458.JPG,penguins_dataset_split_belly\train\Tang\IMGP0458.JPG,yolo(conf=0.81),0.809,511,891,1519,2166,461,827,1569,2230
penguins_dataset_split_body\train\Tang\IMGP0459.JPG,penguins_dataset_split_belly\train\Tang\IMGP0459.JPG,yolo(conf=0.44),0.440,343,297,1508,1555,285,234,1566,1618
penguins_dataset_split_body\train\Tang\IMGP0460.JPG,penguins_dataset_split_belly\train\Tang\IMGP0460.JPG,yolo(conf=0.75),0.751,519,459,1620,1493,464,407,1675,1545
penguins_dataset_split_body\train\Tang\IMGP0461.JPG,penguins_dataset_split_belly\train\Tang\IMGP0461.JPG,yolo(conf=0.81),0.813,114,1129,1029,1844,68,1093,1075,1880
penguins_dataset_split_body\train\Tang\IMGP0463.JPG,penguins_dataset_split_belly\train\Tang\IMGP0463.JPG,yolo(conf=0.46),0.456,337,324,1573,1646,275,258,1635,1712
penguins_dataset_split_body\train\Tang\IMGP0465.JPG,penguins_dataset_split_belly\train\Tang\IMGP0465.JPG,yolo(conf=0.60),0.601,321,1051,1415,2608,266,973,1470,2686
penguins_dataset_split_body\train\Tang\IMGP0466.JPG,penguins_dataset_split_belly\train\Tang\IMGP0466.JPG,yolo(conf=0.46),0.456,367,320,1593,2179,306,227,1651,2211
penguins_dataset_split_body\train\Tang\IMGP0468.JPG,penguins_dataset_split_belly\train\Tang\IMGP0468.JPG,yolo(conf=0.32),0.318,775,573,1682,1975,730,503,1682,2045
penguins_dataset_split_body\train\Tang\IMGP0469.JPG,penguins_dataset_split_belly\train\Tang\IMGP0469.JPG,yolo(conf=0.54),0.542,236,321,1397,1859,178,244,1455,1936
penguins_dataset_split_body\train\Tang\IMGP0470.JPG,penguins_dataset_split_belly\train\Tang\IMGP0470.JPG,yolo(conf=0.52),0.521,281,344,1431,1899,223,266,1489,1977
penguins_dataset_split_body\train\Tang\IMGP0471.JPG,penguins_dataset_split_belly\train\Tang\IMGP0471.JPG,yolo(conf=0.61),0.605,371,962,1369,2051,321,908,1419,2105
penguins_dataset_split_body\train\Tang\IMGP0472.JPG,penguins_dataset_split_belly\train\Tang\IMGP0472.JPG,yolo(conf=0.52),0.515,815,822,1600,2047,776,761,1600,2108
penguins_dataset_split_body\train\Tang\IMGP0473.JPG,penguins_dataset_split_belly\train\Tang\IMGP0473.JPG,no_detection_fallback,0.000,,,,,170,708,1537,2267
penguins_dataset_split_body\train\Tang\IMGP0474.JPG,penguins_dataset_split_belly\train\Tang\IMGP0474.JPG,yolo(conf=0.48),0.479,757,822,1724,1714,709,777,1772,1759
penguins_dataset_split_body\train\Tang\IMGP0477.JPG,penguins_dataset_split_belly\train\Tang\IMGP0477.JPG,yolo(conf=0.74),0.743,290,535,942,1499,257,487,975,1547
penguins_dataset_split_body\train\Tang\IMGP0478.JPG,penguins_dataset_split_belly\train\Tang\IMGP0478.JPG,yolo(conf=0.71),0.705,288,244,888,1146,258,199,918,1191
penguins_dataset_split_body\train\Tang\IMGP0482.JPG,penguins_dataset_split_belly\train\Tang\IMGP0482.JPG,yolo(conf=0.64),0.637,242,257,966,1311,206,204,1002,1364
penguins_dataset_split_body\train\Tang\IMGP0483.JPG,penguins_dataset_split_belly\train\Tang\IMGP0483.JPG,yolo(conf=0.60),0.600,2,483,754,1454,0,434,792,1503
penguins_dataset_split_body\train\Tang\IMGP0485.JPG,penguins_dataset_split_belly\train\Tang\IMGP0485.JPG,yolo(conf=0.60),0.602,152,559,926,1482,113,513,965,1528
penguins_dataset_split_body\train\Tang\Tang1.jpg,penguins_dataset_split_belly\train\Tang\Tang1.jpg,yolo(conf=0.80),0.796,402,230,861,568,379,213,884,585
penguins_dataset_split_body\train\Tang\Tang2.jpg,penguins_dataset_split_belly\train\Tang\Tang2.jpg,yolo(conf=0.65),0.648,245,801,741,1251,220,779,766,1273
penguins_dataset_split_body\train\Tang\Tang4.jpg,penguins_dataset_split_belly\train\Tang\Tang4.jpg,yolo(conf=0.39),0.390,142,88,413,451,128,70,427,469
penguins_dataset_split_body\train\Tang\Tang5.jpg,penguins_dataset_split_belly\train\Tang\Tang5.jpg,yolo(conf=0.79),0.793,151,204,331,485,142,190,340,499
penguins_dataset_split_body\train\Tang\Tang6.jpg,penguins_dataset_split_belly\train\Tang\Tang6.jpg,no_detection_fallback,0.000,,,,,77,265,694,848
penguins_dataset_split_body\train\Tang\Tang7.jpg,penguins_dataset_split_belly\train\Tang\Tang7.jpg,yolo(conf=0.81),0.811,94,407,482,994,75,378,501,1023
penguins_dataset_split_body\train\Tang\Tang8.jpg,penguins_dataset_split_belly\train\Tang\Tang8.jpg,yolo(conf=0.29),0.288,238,292,507,591,225,277,520,591
penguins_dataset_split_body\train\Ziggy\DSC_2501.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2501.jpeg,yolo(conf=0.39),0.393,166,316,719,1258,138,269,747,1305
penguins_dataset_split_body\train\Ziggy\DSC_2502.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2502.jpeg,yolo(conf=0.44),0.441,137,310,706,1275,109,262,734,1323
penguins_dataset_split_body\train\Ziggy\DSC_2504.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2504.jpeg,yolo(conf=0.35),0.351,23,120,472,801,1,86,494,835
penguins_dataset_split_body\train\Ziggy\DSC_2505.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2505.jpeg,no_detection_fallback,0.000,,,,,49,215,447,690
penguins_dataset_split_body\train\Ziggy\DSC_2506.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2506.jpeg,yolo(conf=0.50),0.500,182,171,493,796,166,140,509,827
penguins_dataset_split_body\train\Ziggy\DSC_2520.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2520.jpeg,yolo(conf=0.55),0.548,769,833,1783,2763,718,737,1834,2802
penguins_dataset_split_body\train\Ziggy\DSC_2522.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2522.jpeg,yolo(conf=0.48),0.481,866,795,1676,2617,826,704,1716,2693
penguins_dataset_split_body\train\Ziggy\DSC_2523.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2523.jpeg,no_detection_fallback,0.000,,,,,428,712,3859,2278
penguins_dataset_split_body\train\Ziggy\DSC_2574.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2574.jpeg,yolo(conf=0.51),0.506,110,328,445,997,93,295,462,1030
penguins_dataset_split_body\train\Ziggy\DSC_2575.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2575.jpeg,yolo(conf=0.72),0.718,111,310,504,1042,91,273,524,1079
penguins_dataset_split_body\train\Ziggy\DSC_2576.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2576.jpeg,yolo(conf=0.54),0.544,110,313,471,1010,92,278,489,1045
penguins_dataset_split_body\train\Ziggy\DSC_2590.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2590.jpeg,yolo(conf=0.63),0.629,128,314,450,932,112,283,466,963
penguins_dataset_split_body\train\Ziggy\DSC_2591.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2591.jpeg,yolo(conf=0.71),0.706,156,204,479,841,140,172,495,873
penguins_dataset_split_body\train\Ziggy\DSC_2592.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2592.jpeg,yolo(conf=0.55),0.547,57,224,343,693,43,201,357,716
penguins_dataset_split_body\train\Ziggy\DSC_2593.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2593.jpeg,yolo(conf=0.76),0.759,95,235,344,705,83,211,356,729
penguins_dataset_split_body\train\Ziggy\DSC_2598.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2598.jpeg,yolo(conf=0.67),0.670,33,258,362,823,17,230,362,851
penguins_dataset_split_body\train\Ziggy\DSC_2599.jpeg,penguins_dataset_split_belly\train\Ziggy\DSC_2599.jpeg,yolo(conf=0.71),0.706,31,257,360,807,15,229,360,835
penguins_dataset_split_body\train\Ziggy\IMG_2863_box1.jpg,penguins_dataset_split_belly\train\Ziggy\IMG_2863_box1.jpg,yolo(conf=0.41),0.406,94,20,424,646,78,0,440,677
penguins_dataset_split_body\train\Ziggy\IMG_2873_box1.jpg,penguins_dataset_split_belly\train\Ziggy\IMG_2873_box1.jpg,yolo(conf=0.37),0.365,122,264,378,867,109,234,391,897
penguins_dataset_split_body\train\Ziggy\IMG_2883_box1.jpg,penguins_dataset_split_belly\train\Ziggy\IMG_2883_box1.jpg,yolo(conf=0.33),0.325,109,210,287,589,100,191,296,608
penguins_dataset_split_body\train\Ziggy\IMG_2912_box4.jpg,penguins_dataset_split_belly\train\Ziggy\IMG_2912_box4.jpg,yolo(conf=0.42),0.418,132,257,367,878,120,226,379,909
penguins_dataset_split_body\train\Ziggy\IMG_2931_box4.jpg,penguins_dataset_split_belly\train\Ziggy\IMG_2931_box4.jpg,no_detection_fallback,0.000,,,,,60,186,541,596
penguins_dataset_split_body\train\Ziggy\IMG_2937_box3.jpg,penguins_dataset_split_belly\train\Ziggy\IMG_2937_box3.jpg,yolo(conf=0.60),0.596,112,190,448,779,95,161,465,808
penguins_dataset_split_body\train\Ziggy\IMG_2938_box3.jpg,penguins_dataset_split_belly\train\Ziggy\IMG_2938_box3.jpg,yolo(conf=0.69),0.685,213,201,518,692,198,176,533,717
penguins_dataset_split_body\train\Ziggy\IMG_2961_box4.jpg,penguins_dataset_split_belly\train\Ziggy\IMG_2961_box4.jpg,yolo(conf=0.78),0.783,33,207,345,699,17,182,361,724
penguins_dataset_split_body\train\Ziggy\Ziggy2.jpg,penguins_dataset_split_belly\train\Ziggy\Ziggy2.jpg,yolo(conf=0.81),0.806,327,363,754,1137,306,324,775,1176
penguins_dataset_split_body\train\Ziggy\Ziggy3.jpg,penguins_dataset_split_belly\train\Ziggy\Ziggy3.jpg,yolo(conf=0.72),0.720,269,187,664,862,249,153,684,896
penguins_dataset_split_body\train\Ziggy\Ziggy6.jpg,penguins_dataset_split_belly\train\Ziggy\Ziggy6.jpg,yolo(conf=0.71),0.710,128,290,727,1051,98,252,757,1089
penguins_dataset_split_body\val\Beaker\Beaker13.jpg,penguins_dataset_split_belly\val\Beaker\Beaker13.jpg,yolo(conf=0.86),0.857,269,602,750,1298,245,567,774,1333
penguins_dataset_split_body\val\Beaker\Beaker3.jpg,penguins_dataset_split_belly\val\Beaker\Beaker3.jpg,no_detection_fallback,0.000,,,,,72,311,653,996
penguins_dataset_split_body\val\Beaker\IMGP0627.JPG,penguins_dataset_split_belly\val\Beaker\IMGP0627.JPG,yolo(conf=0.66),0.658,363,553,821,1618,340,500,821,1671
penguins_dataset_split_body\val\Beaker\thumbnail_image001-2.jpg,penguins_dataset_split_belly\val\Beaker\thumbnail_image001-2.jpg,yolo(conf=0.56),0.556,608,749,1404,1693,568,702,1444,1693
penguins_dataset_split_body\val\Beau\IMG_4310 copy.jpeg,penguins_dataset_split_belly\val\Beau\IMG_4310 copy.jpeg,yolo(conf=0.58),0.583,167,160,390,422,156,147,401,435
penguins_dataset_split_body\val\Beau\IMG_4311 copy.jpeg,penguins_dataset_split_belly\val\Beau\IMG_4311 copy.jpeg,yolo(conf=0.26),0.256,0,498,330,615,0,492,346,616
penguins_dataset_split_body\val\Beau\IMG_4326 copy.jpeg,penguins_dataset_split_belly\val\Beau\IMG_4326 copy.jpeg,yolo(conf=0.54),0.542,150,238,676,794,124,210,702,822
penguins_dataset_split_body\val\Bob\Bob7.jpg,penguins_dataset_split_belly\val\Bob\Bob7.jpg,yolo(conf=0.71),0.707,292,349,509,798,281,327,520,820
penguins_dataset_split_body\val\Bob\DSC_2565.jpeg,penguins_dataset_split_belly\val\Bob\DSC_2565.jpeg,yolo(conf=0.72),0.715,115,248,453,1068,98,207,470,1109
penguins_dataset_split_body\val\Bob\DSC_2566.jpeg,penguins_dataset_split_belly\val\Bob\DSC_2566.jpeg,yolo(conf=0.71),0.711,121,248,470,1038,104,208,487,1078
penguins_dataset_split_body\val\Bud\Bud14.jpg,penguins_dataset_split_belly\val\Bud\Bud14.jpg,yolo(conf=0.85),0.855,355,573,800,1238,333,540,822,1271
penguins_dataset_split_body\val\Bud\Bud5.jpg,penguins_dataset_split_belly\val\Bud\Bud5.jpg,yolo(conf=0.52),0.516,221,4,777,691,193,0,805,725
penguins_dataset_split_body\val\Bud\Bud8.jpg,penguins_dataset_split_belly\val\Bud\Bud8.jpg,yolo(conf=0.69),0.686,225,620,722,1350,200,584,747,1386
penguins_dataset_split_body\val\Bud\IMGP0646.JPG,penguins_dataset_split_belly\val\Bud\IMGP0646.JPG,yolo(conf=0.26),0.262,64,422,673,1296,34,378,674,1340
penguins_dataset_split_body\val\Calypso\Calypso3.jpg,penguins_dataset_split_belly\val\Calypso\Calypso3.jpg,yolo(conf=0.65),0.649,6,601,419,1188,0,572,440,1188
penguins_dataset_split_body\val\Calypso\IMG_0784_box2.jpg,penguins_dataset_split_belly\val\Calypso\IMG_0784_box2.jpg,yolo(conf=0.69),0.688,0,173,207,573,0,153,217,593
penguins_dataset_split_body\val\Calypso\IMG_1543_box2.jpg,penguins_dataset_split_belly\val\Calypso\IMG_1543_box2.jpg,yolo(conf=0.53),0.535,102,0,485,747,83,0,504,784
penguins_dataset_split_body\val\Chompy\Chompy2.jpg,penguins_dataset_split_belly\val\Chompy\Chompy2.jpg,yolo(conf=0.60),0.599,215,534,696,1066,191,507,720,1093
penguins_dataset_split_body\val\Chompy\Chompy5.jpg,penguins_dataset_split_belly\val\Chompy\Chompy5.jpg,yolo(conf=0.69),0.686,401,538,818,1234,380,503,839,1234
penguins_dataset_split_body\val\Chompy\Chompy9.jpg,penguins_dataset_split_belly\val\Chompy\Chompy9.jpg,yolo(conf=0.67),0.667,155,267,388,716,143,245,388,738
penguins_dataset_split_body\val\Chompy\IMG_2529_box2.jpg,penguins_dataset_split_belly\val\Chompy\IMG_2529_box2.jpg,yolo(conf=0.43),0.431,84,174,251,568,76,154,259,588
penguins_dataset_split_body\val\Coco\Coco10.jpg,penguins_dataset_split_belly\val\Coco\Coco10.jpg,yolo(conf=0.88),0.877,271,232,786,906,245,198,812,940
penguins_dataset_split_body\val\Coco\Coco13.jpg,penguins_dataset_split_belly\val\Coco\Coco13.jpg,yolo(conf=0.56),0.559,230,250,696,759,207,225,719,784
penguins_dataset_split_body\val\Coco\Coco15.jpg,penguins_dataset_split_belly\val\Coco\Coco15.jpg,yolo(conf=0.37),0.369,186,499,613,934,165,477,634,956
penguins_dataset_split_body\val\Cooper\Cooper2.jpg,penguins_dataset_split_belly\val\Cooper\Cooper2.jpg,yolo(conf=0.79),0.786,197,415,554,798,179,396,572,817
penguins_dataset_split_body\val\Cooper\Cooper4.jpg,penguins_dataset_split_belly\val\Cooper\Cooper4.jpg,yolo(conf=0.79),0.789,150,301,529,754,131,278,548,777
penguins_dataset_split_body\val\Cooper\DSC_2407.jpeg,penguins_dataset_split_belly\val\Cooper\DSC_2407.jpeg,yolo(conf=0.64),0.643,861,856,1596,2463,824,776,1633,2543
penguins_dataset_split_body\val\Cooper\DSC_2423.jpeg,penguins_dataset_split_belly\val\Cooper\DSC_2423.jpeg,yolo(conf=0.72),0.719,468,789,1183,2128,432,722,1219,2195
penguins_dataset_split_body\val\Cooper\IMG_0799_box5.jpg,penguins_dataset_split_belly\val\Cooper\IMG_0799_box5.jpg,no_detection_fallback,0.000,,,,,22,129,200,414
penguins_dataset_split_body\val\Cooper\IMG_1790_box1.jpg,penguins_dataset_split_belly\val\Cooper\IMG_1790_box1.jpg,yolo(conf=0.72),0.722,106,285,488,878,87,255,507,908
